Ind1Name,Dim1Name,Dim1Value,Dim2Name,Dim2Value,Date ,Select Metric,
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/2/18,Count,128
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/3/18,Count,100
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/4/18,Count,46
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/5/18,Count,81
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/6/18,Count,69
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/7/18,Count,78
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/8/18,Count,80
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/9/18,Count,71
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/10/18,Count,70
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/11/18,Count,79
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/12/18,Count,83
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/13/18,Count,68
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/14/18,Count,76
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/15/18,Count,89
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/16/18,Count,87
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/17/18,Count,80
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/18/18,Count,78
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/19/18,Count,76
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/20/18,Count,87
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/21/18,Count,92
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/22/18,Count,96
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/23/18,Count,82
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/24/18,Count,86
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/25/18,Count,95
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/26/18,Count,114
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/27/18,Count,123
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/28/18,Count,92
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/29/18,Count,134
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/30/18,Count,121
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,1/31/18,Count,122
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/1/18,Count,106
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/2/18,Count,111
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/3/18,Count,112
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/4/18,Count,93
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/5/18,Count,127
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/6/18,Count,147
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/7/18,Count,102
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/8/18,Count,110
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/9/18,Count,123
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/10/18,Count,122
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/11/18,Count,118
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/12/18,Count,134
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/13/18,Count,148
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/14/18,Count,126
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/15/18,Count,128
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/16/18,Count,112
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/17/18,Count,111
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/18/18,Count,106
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/19/18,Count,128
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/20/18,Count,118
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/21/18,Count,112
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/22/18,Count,91
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/23/18,Count,86
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/24/18,Count,78
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/25/18,Count,77
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/26/18,Count,78
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/27/18,Count,70
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,2/28/18,Count,79
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/1/18,Count,60
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/2/18,Count,60
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/3/18,Count,69
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/4/18,Count,75
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/5/18,Count,39
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/6/18,Count,60
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/7/18,Count,50
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/8/18,Count,59
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/9/18,Count,52
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/10/18,Count,49
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/11/18,Count,55
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/12/18,Count,73
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/13/18,Count,51
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/14/18,Count,57
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/15/18,Count,46
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/16/18,Count,50
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/17/18,Count,50
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/18/18,Count,77
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/19/18,Count,64
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/20/18,Count,55
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/21/18,Count,50
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/22/18,Count,70
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/23/18,Count,57
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/24/18,Count,61
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/25/18,Count,53
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/26/18,Count,62
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/27/18,Count,54
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/28/18,Count,41
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/29/18,Count,60
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/30/18,Count,52
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,3/31/18,Count,51
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/1/18,Count,66
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/2/18,Count,56
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/3/18,Count,60
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/4/18,Count,40
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/5/18,Count,45
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/6/18,Count,57
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/7/18,Count,60
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/8/18,Count,66
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/9/18,Count,53
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/10/18,Count,48
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/11/18,Count,40
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/12/18,Count,53
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/13/18,Count,53
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/14/18,Count,43
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/15/18,Count,49
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/16/18,Count,45
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/17/18,Count,56
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/18/18,Count,54
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/19/18,Count,48
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/20/18,Count,43
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/21/18,Count,51
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/22/18,Count,50
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/23/18,Count,45
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/24/18,Count,52
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/25/18,Count,48
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/26/18,Count,52
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/27/18,Count,53
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/28/18,Count,50
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/29/18,Count,61
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,4/30/18,Count,65
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/1/18,Count,61
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/2/18,Count,58
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/3/18,Count,55
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/4/18,Count,47
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/5/18,Count,46
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/6/18,Count,55
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/7/18,Count,61
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/8/18,Count,50
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/9/18,Count,47
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/10/18,Count,55
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/11/18,Count,47
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/12/18,Count,44
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/13/18,Count,49
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/14/18,Count,58
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/15/18,Count,58
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/16/18,Count,62
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/17/18,Count,57
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/18/18,Count,55
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/19/18,Count,58
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/20/18,Count,71
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/21/18,Count,53
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/22/18,Count,64
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/23/18,Count,50
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/24/18,Count,56
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/25/18,Count,73
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/26/18,Count,73
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/27/18,Count,59
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/28/18,Count,75
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/29/18,Count,62
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/30/18,Count,59
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,5/31/18,Count,60
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/1/18,Count,56
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/2/18,Count,41
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/3/18,Count,56
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/4/18,Count,61
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/5/18,Count,43
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/6/18,Count,62
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/7/18,Count,63
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/8/18,Count,69
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/9/18,Count,62
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/10/18,Count,52
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/11/18,Count,45
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/12/18,Count,51
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/13/18,Count,58
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/14/18,Count,39
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/15/18,Count,29
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/16/18,Count,48
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/17/18,Count,37
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/18/18,Count,54
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/19/18,Count,50
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/20/18,Count,42
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/21/18,Count,28
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/22/18,Count,31
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/23/18,Count,45
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/24/18,Count,36
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/25/18,Count,41
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/26/18,Count,35
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/27/18,Count,36
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/28/18,Count,23
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/29/18,Count,38
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,6/30/18,Count,27
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/1/18,Count,39
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/2/18,Count,32
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/3/18,Count,32
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/4/18,Count,30
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/5/18,Count,31
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/6/18,Count,34
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/7/18,Count,30
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/8/18,Count,30
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/9/18,Count,25
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/10/18,Count,29
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/11/18,Count,29
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/12/18,Count,32
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/13/18,Count,25
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/14/18,Count,20
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/15/18,Count,26
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/16/18,Count,26
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/17/18,Count,20
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/18/18,Count,26
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/19/18,Count,39
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/20/18,Count,25
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/21/18,Count,23
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/22/18,Count,23
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/23/18,Count,18
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/24/18,Count,18
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/25/18,Count,18
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/26/18,Count,19
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/27/18,Count,15
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/28/18,Count,21
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/29/18,Count,31
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/30/18,Count,23
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,7/31/18,Count,22
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/1/18,Count,21
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/2/18,Count,21
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/3/18,Count,24
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/4/18,Count,24
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/5/18,Count,21
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/6/18,Count,30
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/7/18,Count,37
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/8/18,Count,15
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/9/18,Count,25
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/10/18,Count,26
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/11/18,Count,21
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/12/18,Count,37
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/13/18,Count,26
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/14/18,Count,29
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/15/18,Count,17
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/16/18,Count,17
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/17/18,Count,22
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/18/18,Count,25
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/19/18,Count,18
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/20/18,Count,22
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/21/18,Count,29
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/22/18,Count,27
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/23/18,Count,35
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/24/18,Count,29
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/25/18,Count,26
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/26/18,Count,37
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/27/18,Count,34
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/28/18,Count,32
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/29/18,Count,23
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/30/18,Count,31
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,8/31/18,Count,19
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/1/18,Count,15
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/2/18,Count,29
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/3/18,Count,28
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/4/18,Count,34
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/5/18,Count,24
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/6/18,Count,26
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/7/18,Count,25
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/8/18,Count,27
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/9/18,Count,38
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/10/18,Count,40
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/11/18,Count,46
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/12/18,Count,27
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/13/18,Count,24
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/14/18,Count,41
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/15/18,Count,44
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/16/18,Count,58
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/17/18,Count,56
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/18/18,Count,32
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/19/18,Count,47
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/20/18,Count,58
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/21/18,Count,59
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/22/18,Count,58
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/23/18,Count,71
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/24/18,Count,76
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/25/18,Count,67
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/26/18,Count,58
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/27/18,Count,54
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/28/18,Count,62
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/29/18,Count,60
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,9/30/18,Count,70
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/1/18,Count,60
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/2/18,Count,72
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/3/18,Count,53
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/4/18,Count,61
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/5/18,Count,81
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/6/18,Count,74
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/7/18,Count,86
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/8/18,Count,90
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/9/18,Count,86
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/10/18,Count,83
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/11/18,Count,88
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/12/18,Count,66
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/13/18,Count,78
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/14/18,Count,78
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/15/18,Count,83
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/16/18,Count,92
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/17/18,Count,67
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/18/18,Count,77
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/19/18,Count,78
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/20/18,Count,62
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/21/18,Count,72
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/22/18,Count,91
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/23/18,Count,79
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/24/18,Count,86
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/25/18,Count,86
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/26/18,Count,81
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/27/18,Count,78
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/28/18,Count,98
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/29/18,Count,108
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/30/18,Count,89
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,10/31/18,Count,84
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/1/18,Count,93
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/2/18,Count,101
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/3/18,Count,75
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/4/18,Count,83
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/5/18,Count,112
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/6/18,Count,97
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/7/18,Count,101
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/8/18,Count,110
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/9/18,Count,84
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/10/18,Count,96
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/11/18,Count,120
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/12/18,Count,125
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/13/18,Count,111
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/14/18,Count,92
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/15/18,Count,69
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/16/18,Count,87
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/17/18,Count,74
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/18/18,Count,100
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/19/18,Count,112
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/20/18,Count,127
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/21/18,Count,100
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/22/18,Count,62
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/23/18,Count,99
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/24/18,Count,107
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/25/18,Count,120
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/26/18,Count,113
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/27/18,Count,92
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/28/18,Count,112
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/29/18,Count,94
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,11/30/18,Count,73
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,12/1/18,Count,84
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,12/2/18,Count,99
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,12/3/18,Count,120
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,12/4/18,Count,104
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,12/5/18,Count,113
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,12/6/18,Count,106
Respiratory,Borough,Bronx,Age Group,Ages 0-4 years,12/7/18,Count,117
