Ind1Name,Dim1Name,Dim1Value,Dim2Name,Dim2Value,Date ,Select Metric,
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2018 wk40,Count,391
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2018 wk41,Count,436
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2018 wk42,Count,437
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2018 wk43,Count,391
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2018 wk44,Count,345
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2018 wk45,Count,381
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2018 wk46,Count,343
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2018 wk47,Count,347
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2018 wk48,Count,377
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2018 wk49,Count,405
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2018 wk50,Count,386
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2018 wk51,Count,399
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2018 wk52,Count,427
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2018 wk53,Count,124
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk1,Count,393
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk2,Count,506
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk3,Count,424
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk4,Count,443
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk5,Count,430
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk6,Count,511
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk7,Count,389
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk8,Count,452
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk9,Count,428
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk10,Count,424
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk11,Count,446
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk12,Count,424
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk13,Count,459
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk14,Count,431
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk15,Count,450
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk16,Count,452
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk17,Count,373
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk18,Count,420
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk19,Count,364
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk20,Count,421
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk21,Count,388
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk22,Count,418
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk23,Count,394
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk24,Count,371
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk25,Count,403
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk26,Count,371
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk27,Count,346
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk28,Count,370
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk29,Count,330
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk30,Count,344
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk31,Count,144
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk32,Count,199
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk33,Count,300
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk34,Count,331
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk35,Count,327
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk36,Count,328
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk37,Count,326
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk38,Count,346
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk39,Count,423
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk40,Count,352
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk41,Count,377
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk42,Count,383
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk43,Count,387
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk44,Count,375
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk45,Count,372
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk46,Count,330
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk47,Count,404
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk48,Count,386
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk49,Count,395
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk50,Count,461
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk51,Count,380
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk52,Count,480
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2019 wk53,Count,220
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2020 wk1,Count,301
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2020 wk2,Count,528
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2020 wk3,Count,473
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2020 wk4,Count,461
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2020 wk5,Count,557
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2020 wk6,Count,448
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2020 wk7,Count,406
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2020 wk8,Count,439
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2020 wk9,Count,420
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2020 wk10,Count,447
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2020 wk11,Count,460
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2020 wk12,Count,630
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2020 wk13,Count,"1,042"
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2020 wk14,Count,"1,270"
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2020 wk15,Count,"1,117"
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2020 wk16,Count,790
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2020 wk17,Count,494
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2020 wk18,Count,387
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2020 wk19,Count,302
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2020 wk20,Count,265
Respiratory,Borough,Bronx,Age Group,Ages 65+ years,2020 wk21,Count,225
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk1,Count,733
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk2,Count,"2,531"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk3,Count,"2,370"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk4,Count,"2,211"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk5,Count,"2,507"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk6,Count,"2,638"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk7,Count,"2,721"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk8,Count,"2,729"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk9,Count,"2,885"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk10,Count,"2,839"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk11,Count,"3,059"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk12,Count,"2,906"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk13,Count,"2,503"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk14,Count,"2,399"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk15,Count,"2,263"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk16,Count,"2,358"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk17,Count,"2,320"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk18,Count,"2,406"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk19,Count,"2,408"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk20,Count,"2,367"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk21,Count,"2,326"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk22,Count,"2,417"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk23,Count,"2,340"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk24,Count,"2,284"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk25,Count,"2,264"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk26,Count,"2,038"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk27,Count,"2,044"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk28,Count,"1,975"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk29,Count,"1,952"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk30,Count,"1,962"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk31,Count,"1,826"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk32,Count,"2,119"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk33,Count,"1,900"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk34,Count,"1,839"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk35,Count,"1,891"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk36,Count,"1,876"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk37,Count,"1,950"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk38,Count,"2,126"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk39,Count,"2,380"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk40,Count,"2,564"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk41,Count,"2,567"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk42,Count,"2,596"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk43,Count,"2,841"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk44,Count,"2,610"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk45,Count,"2,648"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk46,Count,"2,760"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk47,Count,"2,925"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk48,Count,"2,699"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk49,Count,"3,170"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk50,Count,"2,981"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk51,Count,"3,376"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk52,Count,"3,642"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2016 wk53,Count,"4,412"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk1,Count,"3,816"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk2,Count,"3,634"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk3,Count,"3,846"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk4,Count,"3,511"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk5,Count,"3,392"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk6,Count,"3,350"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk7,Count,"3,087"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk8,Count,"2,993"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk9,Count,"2,582"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk10,Count,"2,562"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk11,Count,"2,626"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk12,Count,"2,837"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk13,Count,"2,841"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk14,Count,"3,033"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk15,Count,"2,643"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk16,Count,"2,720"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk17,Count,"2,626"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk18,Count,"2,612"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk19,Count,"2,892"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk20,Count,"2,747"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk21,Count,"2,671"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk22,Count,"2,610"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk23,Count,"2,509"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk24,Count,"2,409"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk25,Count,"2,141"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk26,Count,"2,141"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk27,Count,"2,028"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk28,Count,"2,095"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk29,Count,"1,930"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk30,Count,"1,955"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk31,Count,"1,841"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk32,Count,"1,992"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk33,Count,"2,079"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk34,Count,"2,124"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk35,Count,"2,010"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk36,Count,"2,214"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk37,Count,"2,432"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk38,Count,"2,772"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk39,Count,"2,530"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk40,Count,"2,490"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk41,Count,"2,532"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk42,Count,"2,508"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk43,Count,"2,692"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk44,Count,"2,702"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk45,Count,"2,622"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk46,Count,"3,016"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk47,Count,"2,969"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk48,Count,"3,230"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk49,Count,"3,156"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk50,Count,"3,236"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk51,Count,"3,290"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk52,Count,"3,495"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2017 wk53,Count,396
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk1,Count,"2,992"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk2,Count,"3,818"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk3,Count,"3,903"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk4,Count,"4,452"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk5,Count,"4,709"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk6,Count,"4,825"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk7,Count,"4,640"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk8,Count,"3,513"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk9,Count,"2,750"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk10,Count,"2,428"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk11,Count,"2,464"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk12,Count,"2,431"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk13,Count,"2,253"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk14,Count,"2,208"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk15,Count,"2,173"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk16,Count,"2,117"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk17,Count,"2,232"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk18,Count,"2,190"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk19,Count,"2,525"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk20,Count,"2,364"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk21,Count,"2,344"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk22,Count,"2,210"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk23,Count,"2,107"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk24,Count,"2,021"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk25,Count,"1,872"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk26,Count,"1,670"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk27,Count,"1,565"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk28,Count,"1,646"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk29,Count,"1,524"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk30,Count,"1,415"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk31,Count,"1,444"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk32,Count,"1,482"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk33,Count,"1,619"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk34,Count,"1,630"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk35,Count,"1,616"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk36,Count,"1,608"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk37,Count,"1,806"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk38,Count,"2,182"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk39,Count,"2,461"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk40,Count,"2,724"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk41,Count,"2,528"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk42,Count,"2,631"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk43,Count,"2,433"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk44,Count,"2,441"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk45,Count,"2,433"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk46,Count,"2,377"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk47,Count,"2,527"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk48,Count,"2,815"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk49,Count,"2,718"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk50,Count,"2,977"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk51,Count,"3,040"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk52,Count,"3,250"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2018 wk53,Count,816
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk1,Count,"2,291"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk2,Count,"2,960"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk3,Count,"2,980"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk4,Count,"2,883"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk5,Count,"2,970"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk6,Count,"3,102"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk7,Count,"2,858"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk8,Count,"2,795"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk9,Count,"2,421"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk10,Count,"2,372"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk11,Count,"2,484"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk12,Count,"2,487"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk13,Count,"2,362"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk14,Count,"2,410"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk15,Count,"2,435"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk16,Count,"2,198"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk17,Count,"2,220"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk18,Count,"2,217"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk19,Count,"2,130"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk20,Count,"2,321"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk21,Count,"2,457"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk22,Count,"2,249"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk23,Count,"2,144"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk24,Count,"1,980"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk25,Count,"1,948"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk26,Count,"1,825"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk27,Count,"1,668"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk28,Count,"1,632"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk29,Count,"1,524"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk30,Count,"1,401"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk31,Count,533
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk32,Count,772
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk33,Count,"1,415"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk34,Count,"1,516"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk35,Count,"1,521"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk36,Count,"1,604"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk37,Count,"1,805"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk38,Count,"2,170"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk39,Count,"2,298"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk40,Count,"1,969"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk41,Count,"1,927"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk42,Count,"1,990"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk43,Count,"2,009"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk44,Count,"2,053"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk45,Count,"2,268"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk46,Count,"2,238"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk47,Count,"2,527"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk48,Count,"2,488"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk49,Count,"2,760"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk50,Count,"3,025"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk51,Count,"2,943"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk52,Count,"3,675"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2019 wk53,Count,"1,674"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2020 wk1,Count,"2,175"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2020 wk2,Count,"3,554"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2020 wk3,Count,"3,565"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2020 wk4,Count,"3,611"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2020 wk5,Count,"3,996"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2020 wk6,Count,"3,683"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2020 wk7,Count,"3,070"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2020 wk8,Count,"2,675"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2020 wk9,Count,"2,620"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2020 wk10,Count,"3,007"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2020 wk11,Count,"4,358"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2020 wk12,Count,"5,730"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2020 wk13,Count,"7,466"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2020 wk14,Count,"6,579"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2020 wk15,Count,"4,490"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2020 wk16,Count,"2,835"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2020 wk17,Count,"2,057"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2020 wk18,Count,"1,478"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2020 wk19,Count,"1,356"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2020 wk20,Count,"1,168"
Respiratory,Borough,Brooklyn,Age Group,All age groups,2020 wk21,Count,952
Respiratory,Borough,Brooklyn,Age Group,Ages 0-4 years,2016 wk1,Count,239
Respiratory,Borough,Brooklyn,Age Group,Ages 0-4 years,2016 wk2,Count,627
Respiratory,Borough,Brooklyn,Age Group,Ages 0-4 years,2016 wk3,Count,490
Respiratory,Borough,Brooklyn,Age Group,Ages 0-4 years,2016 wk4,Count,470
Respiratory,Borough,Brooklyn,Age Group,Ages 0-4 years,2016 wk5,Count,488
Respiratory,Borough,Brooklyn,Age Group,Ages 0-4 years,2016 wk6,Count,537
Respiratory,Borough,Brooklyn,Age Group,Ages 0-4 years,2016 wk7,Count,481
